"Имя","Описание","Категории","Изображения","Базовая цена","Артикул","Цвет","Объем","Количество","Тип Товара"
"1 Туба Ногтей Блеск Порошок Красный Фиолетовый Серебристый Сияющий Пигмент Пыль Nail Art Украшения DIY Дизайн","
 Specification: 
Material: Powder
Color: As the pictures show
Effect: Glitter

Package Contents: 
1 Tube Nail Glitter Powder

Feature: 
100% brand new and high quality.
Nail decoration.
It is very convenient and easy to use.
Easy to apply on natural or artificial nails.
Suitable for professional use and home use.

How to use: 
1.Prepare your nails with base coat and cure it under UV / LED lamp.
2.Apply color gel, cure it under UV / LED lamp.
3.Apply no wipe top coat, cure it under UV / LED lamp.
4.Use eyeshadow stick to pick the powder and brush it onto your nails.
5.Apply no wipe top coat, cure it under LED/UV lamp.
 
","nail glitter > special nail powder","https://www.bornprettystore.com/images/ProPho/46628/dsc.jpg, https://www.bornprettystore.com/images/ProPho/46628/1.jpg, https://www.bornprettystore.com/images/ProPho/46628/2.jpg, https://www.bornprettystore.com/images/ProPho/46628/3.jpg, https://www.bornprettystore.com/images/ProPho/46628/4.jpg","118.8","46628","Как на изображении товара","","",""
"100 шт. / Пакет безворсовый белый жидкость для снятия лака Хлопок Nail Art Soft Wipes Очиститель для маникюра","
 Specification:
Quantity: 1 Bag(100pcs)
Material: Cotton
Color: White

Package Contents:
100 Pcs/Bag Lint-Free White Nail Polish Remover Cottons

Feature:
100% Brand new and high quality.
Lint free nail wipes.
Use with nail polish remover.
Easy to clean nail gel, nail polish and nail painting.
Perfect Tool For Professional &amp; Home Using. 
","nail gel > gel polish remover","https://www.bornprettystore.com/images/ProPho/48552/dsc.jpg, https://www.bornprettystore.com/images/ProPho/48552/1.jpg, https://www.bornprettystore.com/images/ProPho/48552/2.jpg, https://www.bornprettystore.com/images/ProPho/48552/3.jpg, https://www.bornprettystore.com/images/ProPho/48552/4.jpg","154.8","48552","белый","","1 сумка (100 шт.)",""
"1 флакон 8 мл Nee Jolie Блестящий УФ-гель Bling Sequins Soak Off Маникюр для ногтей УФ-гель-лак","
 Specification:

Capacity: 8ml

Quantity: 1 bottle

Color: As the picture shows

 

Package Contents:

1 Bottle 8ml Nee Jolie Glistening UV Gel

 

Feature: 

100% new retail and high quality

Suitable to apply on UV gel nails, acrylic nails and natural nails etc.

Help strengthen your nails with a durable shiny coat.

Perfect for both professional use and personal use.

 

Professional usage:

Step 1: Clean Nails then trim nail surface as normal manicure process.

Step 2: Fully shake up the polish, it can make the polish color be balanced. (Important)

Step 3: Apply thin layer of Base Coat and cure under nail lamp.

Step 4: Apply 1st layer of Starry Gel and cure under nail lamp again.

Step 5: Apply 2nd layer of Starry Gel and cure under nail lamp again.(Recommended but not necessary)

Step 6: Apply No Wipe Top Coat and cure under nail lamp again. Or regular Top Coat but remove the tacky surface with cotton soaked with cleanser or 95°alcohol after curing.

 

How to Remove UV Gel Nail Polish:

• Soak nails in a glass bowl filled with a small amount of pure acetone, or wrap each nail in cotton pad soaked with pure acetone for around 5 to 10 minutes.

• Product will start to become soft and you can gently file it away or slide it off using a small wooden stick.

 

NOTICE:

Please avoid contact with skin. In case of accident or if you feel unwell, seek medical advice immediately(show the label whenever possible)


 
","nail polish > glitter nail polish","https://www.bornprettystore.com/images/ProPho/48503/dsc.jpg, https://www.bornprettystore.com/images/ProPho/48503/1.jpg, https://www.bornprettystore.com/images/ProPho/48503/2.jpg, https://www.bornprettystore.com/images/ProPho/48503/3.jpg, https://www.bornprettystore.com/images/ProPho/48503/4.jpg","274.8","48503","Как на изображении товара","8ml","1 бутылка",""
"7 шт. / Компл. Для ногтей педикюрный набор для портативных гигиенических инструментов из нержавеющей стали для ногтей","
 Specifications:
Material: Stainless steel
Content: 7 Pcs

Package Contents:
1 pc Multifunction Nail File kit

Features:
Top quality stainless steel,durable to use.
Both ends can be used to polish your nails.
Both ends have different shapes, applied for different functions.
File-holder is proof-skid, easy to grip.
A handy little nail art tool to buff and shape up uneven nail surface before UV gel and acrylic application.
Can be used before applying nail polish or nail treatments.
Easy and ready to use.
Perfect for both professional use or personal use. 
  
","sets kits > nail tool kits","https://www.bornprettystore.com/images/ProPho/47441/dsc.jpg, https://www.bornprettystore.com/images/ProPho/47441/1.jpg, https://www.bornprettystore.com/images/ProPho/47441/2.jpg, https://www.bornprettystore.com/images/ProPho/47441/3.jpg, https://www.bornprettystore.com/images/ProPho/47441/4.jpg","1198.8","47441","Как на изображении товара","","",""
"НИКОЛЬ ДНЕВНИК Большой Прямоугольник Штамповка Ногтей Пластины Растения Из Нержавеющей Стали Штамп Шаблон L20","
 PRODUCT DESCRIPTION
Brand: NICOLE DIARY
Type: Stamp Plate
Quantity: 1 Pc
Size: 14.5cm * 9.5cm
Material: Stainless Steel
Type: Nail Art Stamping Plates

PACKAGE CONTENTS
1 Pc NICOLE DIARY Designer Nail Stamping Plates

HOW TO USE
1. Apply base coat or regular polish on the nail.  
2. Apply the stamping polish to desired image within a stamping plate. 
3. Make a scraper leaned over 45 degrees and scrape excessive polish off quickly and strongly from inside to outside.  
4. Immediately press the stamper with a gentle rolling motion to pick up the design.  The image is transferred on the stamp.  
5. Stamp the image on your nail with a gentle rolling motion.  The image is transferred on your nail.  
6. Repeat the same steps for all of your nails.  
7. After the design is finished,  apply top coat for lasting wear.  
","stamping nails > stamping plates > flower collection","https://www.bornprettystore.com/images/ProPho/48670/dsc.jpg, https://www.bornprettystore.com/images/ProPho/48670/1.jpg, https://www.bornprettystore.com/images/ProPho/48670/2.jpg, https://www.bornprettystore.com/images/ProPho/48670/3.jpg","550.8","48670","Как на изображении товара","","1 шт","Штамп"
"Harunouta 12 мл красящий гель белый черный прозрачный замочить от УФ-геля лак для ногтей гель-лак","
 Specification:
Brand: Harunouta 
Quantity: 1 Bottle
Capacity: Approx. 12ml
Color: As the pictures show

Package Contents:
1 Bottle Harunouta 12ml Dyeing Gel

Feature:
Brand new and high quality.
Long lasting and super bright nails for you.
Clear dyeing gel can use any color gel as base color.
White dyeing gel use white color gel as base color at best.
Perfect for both professional and home use.

How to use:
Application for white Dyeing gel:
1.Prepare your nails with base coat and cure it under UV / LED lamp
2.Apply a layer of white dyeing gel and cure it under UV/LED lamp.
3.Apply the second layer of white dyeing gel, Do Not Cure It!
4.Use dot pen to dip some color coat(any colors you like) and draw anything you like on your nails.
5.Hold on for a while, the dyeing gel will spread gradually, cure it under UV/LED lamp.
6.Seal it with UV TOP COAT, and cure it under UV/LED lamp.

Application for clear dyeing gel:
1.Prepare your nails with base coat and cure it under UV / LED lamp
2.Apply a layer of color coat(any colors you like), and cure it under UV/LED lamp.
3.Apply a layer of clear dyeing gel, Do Not Cure It!
4.Use dot pen to dip some color coat(any colors you like) and draw anything you like on your nails.
5.Hold on for a while, the dyeing gel will spread gradually, cure it under UV/LED lamp.
6.Seal it with UV TOP COAT, and cure it under UV/LED lamp.

NOTICE: Please avoid contact with skin. In case of accident or if you feel unwell, seek medical advice immediately. (show the label whenever possible)
 
","nail gel > color gel polish","https://www.bornprettystore.com/images/ProPho/45281/dsc.jpg, https://www.bornprettystore.com/images/ProPho/45281/1.jpg, https://www.bornprettystore.com/images/ProPho/45281/2.jpg, https://www.bornprettystore.com/images/ProPho/45281/3.jpg, https://www.bornprettystore.com/images/ProPho/45281/4.jpg","478.8","45281","Как на изображении товара","Прибл. 12мл","1 бутылка",""
"1 Лист Dream Color Polar-lights 3D Наклейка Для Ногтей Полоса Клей Ногтей Фольга Наклейка Украшения","
 Specification:
Quantity:1 Sheet
Sheet Size: Approx. 8.0*6.0cm
Color: As the picture shows
 
Package Contents:
1 Sheet Dream Color Polar-lights 3D Nail Sticker

Instruction:
Brand New in retail package and good quality! 
One sheet of adhesive nail art Sticker to fit all fingernails, toenails and nail tips. 
Suitable for Professional Salon use or home use 
 
How to Use:
1. Clean the surface where the design is to be placed. 
2. Select a design and peel off by your nail. (Don't touch the glue) 
3. Place the design in nail/tip and rub it gently several times. 
4. Apply top coat for best result. 
 
NOTE: 
Do not apply Sticker to sensitive skin. 
Not recommended for little children.  
","stickers decals > 3d nail sticker","https://www.bornprettystore.com/images/ProPho/47905/dsc.jpg, https://www.bornprettystore.com/images/ProPho/47905/1.jpg, https://www.bornprettystore.com/images/ProPho/47905/2.jpg, https://www.bornprettystore.com/images/ProPho/47905/3.jpg, https://www.bornprettystore.com/images/ProPho/47905/4.jpg","238.8","47905","Как на изображении товара","","1 лист",""
"1 Коробка Nail Art 3D Украшения Голографические Игристые Красочные Nail Art Маникюр Инструменты DIY Designs","
 Specification:

Quantity: 1 Box

Color: As the pictures show

Size: As the pictures show

Net Weight: 0.5g

Pattern: As the pictures show

 

Package Contents:

1 Box 3D Nail Art Decoration

 

Feature:

100% brand new and high quality.

3D Nail decorations.

Clean the surface of your nails,brush the base polish,and place it onto nails.

You can also use them to decorate your home,cell phone's case,glasses,made card,body art,etc.

Suit for home use or professional.
 
","stickers decals > nail foils","https://www.bornprettystore.com/images/ProPho/47549/dsc.jpg, https://www.bornprettystore.com/images/ProPho/47549/1.jpg, https://www.bornprettystore.com/images/ProPho/47549/2.jpg, https://www.bornprettystore.com/images/ProPho/47549/3.jpg, https://www.bornprettystore.com/images/ProPho/47549/4.jpg","154.8","47549","Как на изображении товара","","1 коробка",""
"1 рулон фольги для ногтей 4 * 100 черный красный зеркало леопардовый перевод стикер украшения искусства ногтя","
 Specification:
Quantity: 1 Roll Nail Foil

Sheet Size: Approx. 4*100cm

Color: As the picture shows

 

How to use:

1. Prepare your nail bed by shaping, pushing cuticles back and removing all oils. 

2. Apply a base coat, and wait it dry. 

3. Apply nail polish(dark color is better), wait it dry.

4. Apply nail foil glue, cut a piece of foil (just big enough for the nail), press it on your nails. 

5. Remove the foil and the foil pattern should be on your nail. If a bit is missing, just apply top coat to the part not taken and repeat to step.4

6. Once completely dry, seal it with top coat to protect the foil.

 
","stickers decals > nail foils","https://www.bornprettystore.com/images/ProPho/48622/dsc.jpg, https://www.bornprettystore.com/images/ProPho/48622/1.jpg, https://www.bornprettystore.com/images/ProPho/48622/2.jpg, https://www.bornprettystore.com/images/ProPho/48622/3.jpg, https://www.bornprettystore.com/images/ProPho/48622/4.jpg","154.8","48622","Как на изображении товара","","1 рулонная фольга для ногтей",""
"Нержавеющая сталь двусторонний инструмент для удаления кутикулы толкатель многофункциональный портативный без вреда для ногтей инструмент","
 Specifications:
Material: Stainless steel
Length: 13cm

Package Contents:
1pc Multifunction Nail File

Features:
Top quality stainless steel,durable to use.
Marbleize of the file-holder and stainless steel design make it very delicate.
Both ends can be used to polish your nails.
Both ends have different shapes, applied for different functions.
File-holder is proof-skid, easy to grip.
A handy little nail art tool to polish and shape up uneven nail surface before UV gel and acrylic application.
Can be used before applying nail polish or nail treatments.
Easy and ready to use.
Perfect for both professional use or personal use.  
","nail tools > cuticle treatments","https://www.bornprettystore.com/images/ProPho/40719/dsc.jpg, https://www.bornprettystore.com/images/ProPho/40719/1.jpg, https://www.bornprettystore.com/images/ProPho/40719/2.jpg, https://www.bornprettystore.com/images/ProPho/40719/3.jpg, https://www.bornprettystore.com/images/ProPho/40719/4.jpg","190.8","40719","Как на изображении товара","","",""
"NICOLE DIARY Прямоугольник Штамповки Ногтей Пластины Из Нержавеющей Стали Лист Стиль Ногтей Штамп Трафарет 146","
 PRODUCT DESCRIPTION
Brand: NICOLE DIARY
Type: Stamp Plate
Quantity: 1 Pc
Size: 12cm * 6cm
Material: Stainless Steel
Type: Nail Art Stamping Plates

PACKAGE CONTENTS
1 Pc NICOLE DIARY Designer Nail Stamping Plates

HOW TO USE
1. Apply base coat or regular polish on the nail.  
2. Apply the stamping polish to desired image within a stamping plate. 
3. Make a scraper leaned over 45 degrees and scrape excessive polish off quickly and strongly from inside to outside.  
4. Immediately press the stamper with a gentle rolling motion to pick up the design.  The image is transferred on the stamp.  
5. Stamp the image on your nail with a gentle rolling motion.  The image is transferred on your nail.  
6. Repeat the same steps for all of your nails.  
7. After the design is finished,  apply top coat for lasting wear.  
","stamping nails > stamping plates > flower collection","https://www.bornprettystore.com/images/ProPho/48663/dsc.jpg, https://www.bornprettystore.com/images/ProPho/48663/1.jpg, https://www.bornprettystore.com/images/ProPho/48663/2.jpg","358.8","48663","Как на изображении товара","","1 шт","Штамп"
"1 г Флуоресцентный Блеск Блестки Для Ногтей 4 мм Ультра-тонкие Красочные Формы Сердца Flakies Ногтей Пайетка","
  Specification: Quantity: 1 Box 
Net weight of sequins: Approx. 1g Size of sequins: Approx. 4mm 
Color: As the picture shows 
Package Contents:
1 Box Nail Sequins
Note:
1.The sequins will show fluorescent effect ONLY in the case of UV light exposure. 
2.Item color displayed in photos may be showing slightly different on your computer monitor since monitors are not calibrated same. Thanks for your understanding!
 Feature:
100% brand new and high quality
Nail decoration 
Easy to apply on natural or artificial nails 
Clean the surface of your nails, brush the base polish, and place it onto nails 
Seal with a clear topcoat 
You can also use them to decorate your home, cell phone's case, glasses, made card, body art, etc.  
","nail glitter > nail sequins","https://www.bornprettystore.com/images/ProPho/40123/dsc.jpg, https://www.bornprettystore.com/images/ProPho/40123/1.jpg, https://www.bornprettystore.com/images/ProPho/40123/2.jpg, https://www.bornprettystore.com/images/ProPho/40123/3.jpg, https://www.bornprettystore.com/images/ProPho/40123/4.jpg","154.8","40123","Как на изображении товара","","1 коробка",""
"NICOLE DIARY Квадратные Ногтевые Штамповки Пластины Из Нержавеющей Стали Цветочные Серии Nail Art Штамп Трафарет","
 PRODUCT DESCRIPTION
Brand: NICOLE DIARY
Type: Stamp Plate
Quantity: 1 Pc
Size: 6cm * 6cm
Material: Stainless Steel
Type: Nail Art Stamping Plates

PACKAGE CONTENTS
1 Pc NICOLE DIARY Designer Nail Stamping Plates

HOW TO USE
1. Apply base coat or regular polish on the nail.  
2. Apply the stamping polish to desired image within a stamping plate. 
3. Make a scraper leaned over 45 degrees and scrape excessive polish off quickly and strongly from inside to outside.  
4. Immediately press the stamper with a gentle rolling motion to pick up the design.  The image is transferred on the stamp.  
5. Stamp the image on your nail with a gentle rolling motion.  The image is transferred on your nail.  
6. Repeat the same steps for all of your nails.  
7. After the design is finished,  apply top coat for lasting wear.  
","stamping nails > stamping plates > flower collection","https://www.bornprettystore.com/images/ProPho/48666/dsc.jpg, https://www.bornprettystore.com/images/ProPho/48666/1.jpg, https://www.bornprettystore.com/images/ProPho/48666/2.jpg, https://www.bornprettystore.com/images/ProPho/48666/3.jpg, https://www.bornprettystore.com/images/ProPho/48666/4.jpg","274.8","48666","Как на изображении товара","","1 шт","Штамп"
"Harunouta 12ml Glitter Platinum УФ-гель Нетоксичный гель-лак Soak Off Gel Nail Art Гель-лак Маникюр","
 Specification:
Capacity: 12ml
Quantity: 1 Bottle
Color: as the pictures show 

Package Contents:
1 Bottle 12ml Harunouta Glitter Platinum UV Gel Polish 

Feature: 
100% new retail and high quality.
Suitable to apply on UV gel nails, acrylic nails and natural nails etc.
Help strengthen your nails with a durable shiny coat.
Perfect for both professional use and personal use.

Professional usage:
Step 1: Clean Nails then trim nail surface as normal manicure process.
Step 2: Fully shake up the polish, it can make the polish color be balanced. (Important)
Step 3: Apply thin layer of Base Coat and cure under nail lamp (UV 36 Watts/LED 9 Watts or higher,UV lamp for 2-3 minutes or LED lamp for 60 seconds).
Step 4: Apply 1st layer of platinum Gel and cure under nail lamp again.
Step 5: Apply 2nd layer of platinum Gel and cure under nail lamp again.
Step 6: Apply No Wipe Top Coat and cure under nail lamp again. Or regular Top Coat but remove the tacky surface with cotton soaked with cleanser or 95°alcohol after curing.

How to Remove UV Gel Nail Polish:
• Soak nails in a glass bowl filled with a small amount of pure acetone, or wrap each nail in cotton pad soaked with pure acetone for around 5 to 10 minutes. 
• Product will start to become soft and you can gently file it away or slide it off using a small wooden stick.

NOTICE:
 Please avoid contact with skin. In case of accident or if you feel unwell, seek medical advice immediately.(show the label whenever possible)

 
","nail gel > glitter gel polish","https://www.bornprettystore.com/images/ProPho/44444/dsc.jpg, https://www.bornprettystore.com/images/ProPho/44444/1.jpg, https://www.bornprettystore.com/images/ProPho/44444/2.jpg, https://www.bornprettystore.com/images/ProPho/44444/3.jpg, https://www.bornprettystore.com/images/ProPho/44444/4.jpg","718.8","44444","","12мл","1 бутылка",""
"1шт 4-ступенчатая шлифовальная шлифовальная шлифовальная пилка для ногтей с красочным дизайном ногтей маникюрный инструмент","
  Specification: Quantity: 1Pc Size: Approx. 9.2*3.8*2.9cm 
Color: As the picture shows

Package Contents:
1Pc 

 Feature:
100% brand new. 
4-Steps Buffing Block for Nail Art Finishing.
Used for shining and sharping nails perfectly.
A handy little nail art tool to buff and shape up uneven nail surface before UV gel and acrylic application.
Can be used before applying nail polish or nail treatments.
Suitable for professional use or home use. 
","nail tools > nail file buffer","https://www.bornprettystore.com/images/ProPho/32293/dsc.jpg, https://www.bornprettystore.com/images/ProPho/32293/1.jpg","190.8","32293","Как на изображении товара","","1Pc",""
"Склад США 5 Шт. Акриловая Резьба Ручка Гель-Кисть Multi-Size Черная Ручка Nail Art Tool","
 Specification:
Quantity: 5 Pcs
Material: Wooden
Size: As the picture shown
Length: As the picture shown
Color: As the picture shown

Package Contents:
5 Pcs Nail Brush

Feature:
100% brand new and high quality
Creating beautiful nail for long lasting Shinne nail tips! 
Easy to handle and operate.
Suitable for professional use or home use.

Please wash it carefully after use, keep it clean and safe for reuse!
  
","us warehouse > nail art tools","https://www.bornprettystore.com/images/ProPho/48720/dsc.jpg, https://www.bornprettystore.com/images/ProPho/48720/1.jpg, https://www.bornprettystore.com/images/ProPho/48720/2.jpg, https://www.bornprettystore.com/images/ProPho/48720/3.jpg, https://www.bornprettystore.com/images/ProPho/48720/4.jpg","598.8","48720","Как изображение показано","","5 шт",""
"NEE JOLIE 5 г 3D свитер ногти гель лак для тиснения красочные замочить от УФ-гель-лак для ногтей 13 цветов","
 Specification:
Item Type: 3D Embossment Sweater Nails Gel Polish
Ingredient: UV Gel Polish
Volume: 5g
Quantity: 1 Box
Type: Gel Polish
Soak off: YES
Cured: UV LED Lamp
Advantage: Easy to handle
Effect: Embossment

Feature: 
It made of healthy, environmental, friendly, no poisonous, pungent chemical materials. 
It is quick drying with any UV Light. 
Can last for at least 15 Days.
Allow you for professional or home nail art design. 
Hotting colors optional, suitable for all occasions. 
A professional nail art gift for yourself or your girlfriend. 

Package: 
1 Box 5g 3D Embossment Gel Polish

Instruction: 
Step 1. Clean Nails then prepare nail surface as normal nail art process. 
Step 2. Fully shake up the gel polish, it can make the gel polish color balanced. (Important)
Step 3. Apply Base coat first, which can make gel polish lasting longer, cure with UV lamp or LED lamp. (Necessary)
Step 4. Dip in the 3D Embossment Gel with drawing pen to draw the line.
Step 5. Draw a special shape with 3D Embossment Gel. Cure it about 120s.
Step 6. Coat with no wipe topcoat. Cure it about 120s.

How to Remove UV Gel Nail Polish: 
• Soak nails in a glass bowl filled with a small amount of acetone, or wrap each nail in cotton pad soaked with acetone for around 5 to 10 minutes. 
• Product will start to become soft and you can gently file it away or slide it off using a small wooden stick. 

NOTICE:
Please avoid contact with skin. In case of accident or if you feel unwell, seek medical advice immediately(show the label whenever possible)

 
","nail gel > color gel polish","https://www.bornprettystore.com/images/ProPho/48532/dsc.jpg, https://www.bornprettystore.com/images/ProPho/48532/1.jpg, https://www.bornprettystore.com/images/ProPho/48532/2.jpg, https://www.bornprettystore.com/images/ProPho/48532/3.jpg, https://www.bornprettystore.com/images/ProPho/48532/4.jpg","310.8","48532","Как на изображении товара"," 5g","1 коробка",""
"4 шт. / Комплект УФ-гель для рисования Кисточка для рисования Лайнер для ногтей Акриловая ручка Мраморная ручка Nail Art Pen","
 Specification:
Quantity: 4 Pcs/Kit
Color: As the pictures show
Length: Approx. 7mm/9mm/11mm/15mm

Package Contents:
4 Pcs/Kit Nail Brushes

Feature:
100% brand new and high quality
Perfect suitable for Crystal and UV Gel nail art
Creating beautiful nail for long-lasting sparkle nail tips!
For drawing lines, fine details, flowers, patterns, etc.
Perfect for both professional use and personal use!
Please wash it carefully after use, keep it clean and safe for reuse! 
","nail tools > nail brush > liner brush","https://www.bornprettystore.com/images/ProPho/47554/dsc.jpg, https://www.bornprettystore.com/images/ProPho/47554/1.jpg, https://www.bornprettystore.com/images/ProPho/47554/2.jpg, https://www.bornprettystore.com/images/ProPho/47554/3.jpg, https://www.bornprettystore.com/images/ProPho/47554/4.jpg","598.8","47554","Как на изображении товара","","4 шт / комплект",""
"1 бутылка 15 мл сухих цветов смягчитель питательное масло для кутикулы питательное масло инструменты для ухода за ногтями","
 Specification:
Quantity: 1 Bottle
Capacity: 15ml

Package included:
1 Bottle Nail Nourishing Oil

Feature:
Nail nourishing oil is used for nourishing nails or skin around nails after nails buffering or cuticle remover.
Brush on your cuticle lightly and massage gently 3-4 times a week
You will achieve longer, stronger and beautiful nails
Can protect well your nails.

NOTICE: 
Please avoid contact with skin. In case of accident or if you feel unwell, seek medical advice immediately(show the label whenever possible) 
","nail polish > nail care remover","https://www.bornprettystore.com/images/ProPho/47466/dsc.jpg, https://www.bornprettystore.com/images/ProPho/47466/1.jpg, https://www.bornprettystore.com/images/ProPho/47466/2.jpg, https://www.bornprettystore.com/images/ProPho/47466/3.jpg, https://www.bornprettystore.com/images/ProPho/47466/4.jpg","394.8","47466","Как на изображении товара","15мл","1 бутылка",""
"Светильник сушильщика ногтя СИД СИД 48W UV суша для всех инструментов искусства ногтя Nali польских геля","
 Specification:
Product Name: Nail UV Lamp
LEDS: 24 pcs LEDs
Color: White Pink
Fit Gel Type: UV Gel/ LED GEL /Painting Gel  

Feature:
1. 100% brand new and high quality.
2. Comfortable eye contact, relieve burning sensation.
3. Fashion arc shape design, convenient to carry around and store.
4. Suitable for professional or home use.

How to use:
Buffer the nail surface.
Apply nail gel.
Press the power button.


 
","nail art equipment > nail dryer","https://www.bornprettystore.com/images/ProPho/48459/dsc.jpg, https://www.bornprettystore.com/images/ProPho/48459/1.jpg, https://www.bornprettystore.com/images/ProPho/48459/2.jpg, https://www.bornprettystore.com/images/ProPho/48459/3.jpg, https://www.bornprettystore.com/images/ProPho/48459/4.jpg","2398.8","48459","Белый розовый","","",""
"10 Шт. Белый Nail Art Форма Шлифовальные Шлифовальные Полировки Блок Файл Портативный Инструмент Nail Art","
 Specification:
Quantity: 10pcs
Color: as the pictures show

Package Contents:
10pcs

Feature:
100% brand new
Best Use for Shining and Sharping Nails Perfectly
Abrasive Grit, fine coarse area, shining block with high quality
Used for shining and sharping nails perfectly
A handy little nail art tool to polish and shape up uneven nail surface before UV gel and acrylic application
Can be used before applying nail polish or nail treatments
Suitable for professional use or home use 
","nail tools > nail file buffer","https://www.bornprettystore.com/images/ProPho/40779/dsc.jpg, https://www.bornprettystore.com/images/ProPho/40779/1.jpg, https://www.bornprettystore.com/images/ProPho/40779/2.jpg, https://www.bornprettystore.com/images/ProPho/40779/3.jpg, https://www.bornprettystore.com/images/ProPho/40779/4.jpg","598.8","40779","как показывают фотографии","","10 шт",""
"1 коробка 0.8 мм стальной шарик золото серебро шампанское 3D маникюр украшения искусства ногтя","
  Specification: Quantity: 1 Box Material: Steel  
Stud size: Approx. 0.8mm 
Color: Gold/Silver/Champagne(optional)
 

Package Contents:
1 box 3D Nail Decoration

 Feature:
100% brand new and high quality
Nail decoration 
Clean the surface of your nails, brush the base polish, and place it onto nails 
You can also use them to decorate your home, cell phone's case, glasses, made card, body art, etc.  
","rhinestones decorations > 3d nail decoration","https://www.bornprettystore.com/images/ProPho/40478/dsc.jpg, https://www.bornprettystore.com/images/ProPho/40478/1.jpg, https://www.bornprettystore.com/images/ProPho/40478/2.jpg, https://www.bornprettystore.com/images/ProPho/40478/3.jpg, https://www.bornprettystore.com/images/ProPho/40478/4.jpg","238.8","40478","Золото / Серебро / Шампанское (по желанию)","","1 коробка",""
"Набор для наращивания ногтей из стекловолокна для быстрого наращивания ногтей Белый акриловый пинцет 6 шт. C Кривые зажимы для пальцев","
 Specification:
Quantity: Fiberglass Set for Nail Art Quick Extension
Pattern: As the pictures show
Size: As the pictures show


Package Contents:
10Pcs Nail Fiberglass for Nail Art Quick Extension
6 Pcs C Curve Finger Clips
GIFT 1 Tweezer

Feature:
High Quality Fibers.
Naturally and easy application.
Glass Fiber specially prepared for Nail Extensions.
It is very convenient and easy to use.
Suitable for professional use and home use.

How to use:
Step 1: Prepare your nails with base coat and cure it under UV / LED lamp.
Step 2: Apply suitable QTY of building fiber on the nail and cure.
Step 3: Apply a layer of quick extended gel on the surface of building fiber and cure.
Step 4: Apply second layer of quick extended gel on the surface of building fiber and cure.
Step 5: Buffer the nail surface until you satisfied.
Step 6: Apply a layer of top coat and cure. 
","nail tools > nail forms","https://www.bornprettystore.com/images/ProPho/46366/dsc.jpg, https://www.bornprettystore.com/images/ProPho/46366/1.jpg, https://www.bornprettystore.com/images/ProPho/46366/2.jpg, https://www.bornprettystore.com/images/ProPho/46366/3.jpg, https://www.bornprettystore.com/images/ProPho/46366/4.jpg","310.8","46366","Как на изображении товара","","",""
"Harunouta 12мл Soak Off УФ-гель-лак Nude Color Длительный маникюр Nail Art Гель-лак","
 Specification:
Capacity: 12ml
Quantity: 1 bottle

Package Contents:
1 Bottle Harunouta Nude Color UV Gel Polish

Feature:
100% new retail and high quality
Suitable to apply on UV gel nails, acrylic nails and natural nails etc.
Help strengthen your nails with a durable shiny coat.
Perfect for both professional use and personal use.

Professional Usage:
Step 1. Clean Nails then trim nail surface as normal manicure process.
Step 2. Fully shake up the gel polish, it can make the gel polish color balanced. (Important)
Step 3. Apply Base coat first, which can make polish lasting longer, cure with UV lamp or LED lamp. (Necessary)
Step 4. Apply first layer of color gel polish directly, cure with UV lamp for 2 minutes or cure with LED lamp for 60 seconds.
Step 5. Apply second layer of color gel polish, do not cure and put the magnet over the nails for 10-15 seconds to get the cat eye effect, and then immediately cure with UV lamp for 2 minutes or cure with LED lamp for 60 seconds.
Step 6. Coat with no wipe topcoat, cured by UV lamp or LED lamp.

How to Remove UV Gel Nail Polish:
- Soak nails in a glass bowl filled with a small amount of pure acetone, or wrap each nail in cotton pad soaked with pure acetone for around 5 to 10 minutes.
- Product will start to become soft and you can gently file it away or slide it off using a small wooden stick.

NOTICE: 
Please avoid contact with skin. In case of accident or if you feel unwell, seek medical advice immediately.(show the label whenever possible)

 
","nail gel > color gel polish","https://www.bornprettystore.com/images/ProPho/43536/dsc.jpg, https://www.bornprettystore.com/images/ProPho/43536/1.jpg, https://www.bornprettystore.com/images/ProPho/43536/2.jpg, https://www.bornprettystore.com/images/ProPho/43536/3.jpg, https://www.bornprettystore.com/images/ProPho/43536/4.jpg","478.8","43536","Как на изображении товара","12мл","1 бутылка",""
"6 Вт Белый LED УФ-Лампа Для Ногтей Отверждения Машина USB-Кабель Мини Сушилка Для Ногтей Nail Art Design DIY Tool","
 Specification:
Quantity: 1 Pc
Power: 6W(Max)
Product Size: 97mm*34mm
Color: White
Material: PC/ABS
Power supply: USB Cable

Package Content:
1 Pc 6W White LED UV Lamp Nail Dryer

Feature:
100% new retail and high quality.
Small and Exquisite.
Double light.
Not Black Hands.
Not Dazzings.
6W Power.
USB Charge.
3 LEDS.
Comfortable eye contact,relieve burning sensation.
Egg Shape design,convenient to carry around and store.
Suitable for professional or home use.
 
","nail art equipment > nail dryer","https://www.bornprettystore.com/images/ProPho/45560/dsc.jpg, https://www.bornprettystore.com/images/ProPho/45560/1.jpg, https://www.bornprettystore.com/images/ProPho/45560/2.jpg, https://www.bornprettystore.com/images/ProPho/45560/3.jpg, https://www.bornprettystore.com/images/ProPho/45560/4.jpg","550.8","45560","белый","","1 шт",""
